time,speed,throttle
0,0,15
0.0253851,0,15
0.0505922,0,15
0.07604,0,15
0.1025,0,15
0.127708,0,15
0.156602,0,15
0.184444,0,15
0.210205,0,15
0.235862,0,15
0.261069,0,15
0.28851,0,15
0.313886,0,15
0.339321,0,15
0.364601,0,15
0.389819,0,15
0.415026,0,15
0.44026,0,15
0.465509,0,15
0.490723,0,15
0.515946,0,15
0.54116,0,15
0.566478,0,15
0.593294,0,15
0.619008,0,15
0.644228,0,15
0.669479,0,15
0.694752,0,15
0.720028,0,15
0.74526,0,15
0.770527,0,15
0.79671,0,15
0.821895,0,15
0.847108,0,15
0.872452,0,15
0.898731,0,15
0.923951,0,15
0.949173,0,15
0.974419,0,15
0.999685,0,15
1.02489,0,15
1.0502,0,15
1.07635,0,15
1.10158,0,15
1.12679,0,15
1.15217,0,15
1.17744,0,15
1.20269,0,15
1.22789,0,15
1.25314,0,15
1.27846,0,15
1.30373,0,15
1.32951,0,15
1.35478,0,15
1.38031,0,15
1.40684,0,15
1.43204,0,15
1.45725,0,15
1.48257,0,15
1.50783,0,15
1.53302,0,15
1.55831,0,15
1.58353,0,15
1.61007,0,15
1.63725,0,15
1.66258,0,15
1.68779,0,15
1.71302,0,15
1.73822,0,15
1.76343,0,15
1.78909,0,15
1.81515,0,15
1.84038,0,15
1.86563,0,15
1.8911,0,15
1.91635,0,15
1.94153,0,15
1.96678,0,15
1.99205,0,15
2.01751,0,15
2.04283,0,15
2.06805,0,15
2.09374,0,15
2.11933,0,15
2.14469,0,15
2.16997,0,15
2.19517,0,15
2.22083,0,15
2.24609,0,15
2.27129,0,15
2.30062,0,15
2.32583,0,15
2.35202,0,15
2.37726,0,15
2.40247,0,15
2.42767,0,15
2.45295,0,15
2.47816,0,15
2.50334,0,15
2.52975,0,15
2.55896,0,15
2.58423,0,15
2.60969,0,15
2.63513,0,15
2.66038,0,15
2.688,0,15
2.7132,0,15
2.73842,0,15
2.76444,0,15
2.78977,0,15
2.81659,0,15
2.84185,0,15
2.86805,0,15
2.89334,0,15
2.91882,0,15
2.94404,0,15
2.96925,0,15
2.99451,0,15
