time,speed,throttle
0,0,23
0.031404,0,23
0.056752,0,23
0.0843809,0,23
0.109917,0,23
0.137428,0,23
0.169732,0,23
0.200136,0,23
0.225342,0,23
0.250718,0,23
0.275957,0,23
0.301662,0,23
0.331501,0,23
0.356727,0,23
0.381939,0,23
0.408846,0,23
0.434103,0,23
0.459363,0,23
0.484588,0,23
0.509827,0,23
0.535125,0,23
0.560353,0,23
0.585556,0,23
0.61184,0,23
0.637243,0,23
0.662877,0,23
0.688986,0,23
0.714179,0,23
0.739522,0,23
0.764864,0,23
0.790232,0,23
0.815437,0,23
0.840651,0,23
0.866422,0,23
0.891682,0,23
0.916926,0,23
0.942542,0,23
0.967757,0,23
0.993078,0,23
1.02207,0,23
1.04728,0,23
1.07261,0,23
1.09784,0,23
1.1249,0,23
1.1501,0,23
1.17533,0,23
1.20063,0,23
1.22585,0,23
1.25107,0,23
1.27631,0,23
1.30187,0,23
1.32713,0,23
1.35608,0,23
1.38182,0,23
1.40747,0,23
1.43309,0,23
1.45836,0,23
1.48356,0,23
1.50874,0,23
1.534,0,23
1.56195,0,23
1.58716,0,23
1.61238,0,23
1.63765,0,23
1.66284,0,23
1.6913,0,23
1.71899,0,23
1.74422,0,23
1.76989,0,23
1.7952,0,23
1.82124,0,23
1.84652,0,23
1.87188,0,23
1.89786,0,23
1.92332,0,23
1.94964,0,23
1.97497,0,23
2.00021,0,23
2.02758,0,23
2.05278,0,23
2.07984,0,23
2.10512,0,23
2.13073,0,23
2.15727,0,23
2.18247,0,23
2.20781,0,23
2.23696,0,23
2.2622,0,23
2.28864,0,23
2.31384,0,23
2.33911,0,23
2.36441,0,23
2.38964,0,23
2.41484,0,23
2.44021,0,23
2.4657,0,23
2.49198,0,23
2.51924,0,23
2.54443,0,23
2.56965,0,23
2.59505,0,23
2.62025,0,23
2.64548,0,23
2.67089,0,23
2.6962,0,23
2.72216,0,23
2.74738,0,23
2.77292,0,23
2.79816,0,23
2.82343,0,23
2.84894,0,23
2.87517,0,23
2.90044,0,23
2.92606,0,23
2.95249,0,23
2.98023,0,23
