time,speed,throttle
9.53674e-07,0,26
0.0252199,0,26
0.05036,0,26
0.0758839,0,26
0.101094,0,26
0.12631,0,26
0.151654,0,26
0.176851,0,26
0.20336,0,26
0.22885,0,26
0.254046,0,26
0.279843,0,26
0.305146,0,26
0.330418,0,26
0.355628,0,26
0.380868,0,26
0.406268,0,26
0.431534,0,26
0.45793,0,26
0.483664,0,26
0.509327,0,26
0.534686,0,26
0.560086,0,26
0.585611,0,26
0.611127,0,26
0.636429,0,26
0.66248,0,26
0.688448,0,26
0.713742,0,26
0.74051,0,26
0.765715,0,26
0.791026,0,26
0.816382,0,26
0.841667,0,26
0.868905,0,26
0.894168,0,26
0.925009,0,26
0.950283,0,26
0.976269,0,26
1.00148,0,26
1.02673,0,26
1.05226,0,26
1.07751,0,26
1.10272,0,26
1.12802,0,26
1.15321,0,26
1.17851,0,26
1.20389,0,26
1.22917,0,26
1.2544,0,26
1.27969,0,26
1.30493,0,26
1.33225,0,26
1.35748,0,26
1.38307,0,26
1.40829,0,26
1.43353,0,26
1.45924,0,26
1.48506,0,26
1.51125,0,26
1.5369,0,26
1.56215,0,26
1.58741,0,26
1.61565,0,26
1.64143,0,26
1.66663,0,26
1.69224,0,26
1.71755,0,26
1.74523,0,26
1.77069,0,26
1.79604,0,26
1.82295,0,26
1.84841,0,26
1.87369,0,26
1.90103,0,26
1.93408,0,26
1.95961,0,26
1.98513,0,26
2.01038,0,26
2.03766,0,26
2.06303,0,26
2.08824,0,26
2.11347,0,26
2.14259,0,26
2.17009,0,26
2.19606,0,26
2.2213,0,26
2.24657,0,26
2.27185,0,26
2.29779,0,26
2.32438,0,26
2.34963,0,26
2.37485,0,26
2.40006,0,26
2.42574,0,26
2.45098,0,26
2.47619,0,26
2.50147,0,26
2.5267,0,26
2.552,0,26
2.5772,0,26
2.60355,0,26
2.62874,0,26
2.65394,0,26
2.67947,0,26
2.70609,0,26
2.73139,0,26
2.7566,0,26
2.78182,0,26
2.80782,0,26
2.83311,0,26
2.85896,0,26
2.88649,0,26
2.9117,0,26
2.93712,0,26
2.96733,0,26
2.99256,0,26
