time,speed,throttle
0,126,27
0.0255511,126,27
0.0507982,125,27
0.0770791,125,27
0.10236,125,27
0.127592,125,27
0.152845,126,27
0.17806,126,27
0.20637,125,27
0.239182,125,27
0.264713,125,27
0.28991,125,27
0.315215,126,27
0.340397,126,27
0.36563,126,27
0.390849,127,27
0.416096,127,27
0.441623,127,27
0.466857,127,27
0.492076,127,27
0.517269,127,27
0.544163,127,27
0.569611,127,27
0.594992,127,27
0.620551,127,27
0.64587,127,27
0.673115,127,27
0.698337,127,27
0.72433,127,27
0.750252,127,27
0.775474,127,27
0.800712,127,27
0.828348,127,27
0.854184,127,27
0.880202,127,27
0.90545,127,27
0.930689,127,27
0.955906,128,27
0.981113,128,27
1.00638,127,27
1.0317,127,27
1.05701,127,27
1.08222,127,27
1.10743,127,27
1.13357,127,27
1.15907,126,27
1.1872,126,27
1.21241,126,27
1.23961,126,27
1.26485,126,27
1.29087,126,27
1.31609,126,27
1.34187,126,27
1.36721,135,27
1.39243,169,27
1.41767,169,27
1.44312,162,27
1.46847,162,27
1.49445,157,27
1.52105,157,27
1.54752,152,27
1.57275,148,27
1.59805,148,27
1.62332,144,27
1.64863,144,27
1.67411,141,27
1.69933,141,27
1.72452,139,27
1.74975,138,27
1.77511,138,27
1.80034,136,27
1.82555,136,27
1.85076,135,27
1.87599,135,27
1.90118,134,27
1.92639,134,27
1.95266,133,27
1.97806,133,27
2.00327,133,27
2.03028,133,27
2.05676,132,27
2.08206,132,27
2.10763,131,27
2.13282,131,27
2.15808,131,27
2.18358,131,27
2.20892,131,27
2.23412,131,27
2.25969,131,27
2.2849,131,27
2.3102,131,27
2.33867,131,27
2.36388,131,27
2.38958,131,27
2.41577,131,27
2.44144,131,27
2.46665,130,27
2.49187,130,27
2.51711,130,27
2.54254,130,27
2.56796,129,27
2.59329,129,27
2.61851,129,27
2.64411,129,27
2.67235,129,27
2.69759,130,27
2.72281,130,27
2.74801,130,27
2.77346,130,27
2.79872,130,27
2.8243,131,27
2.8496,131,27
2.87488,130,27
2.90119,130,27
2.9264,131,27
2.95165,131,27
2.97682,131,27
