time,speed,throttle
9.53674e-07,0,25
0.025183,0,25
0.0504699,0,25
0.0759978,0,25
0.10121,0,25
0.126443,0,25
0.153145,0,25
0.179729,0,25
0.205111,0,25
0.230344,0,25
0.255554,0,25
0.280752,0,25
0.306319,0,25
0.332099,0,25
0.357332,0,25
0.382547,0,25
0.407906,0,25
0.435894,0,25
0.4613,0,25
0.486606,0,25
0.51188,0,25
0.537148,0,25
0.562354,0,25
0.587715,0,25
0.614028,0,25
0.641975,0,25
0.667242,0,25
0.692491,0,25
0.717706,0,25
0.74292,0,25
0.768147,0,25
0.793386,0,25
0.822789,0,25
0.85479,0,25
0.881165,0,25
0.906427,0,25
0.931647,0,25
0.957117,0,25
0.982372,0,25
1.00771,0,25
1.03296,0,25
1.05855,0,25
1.08673,0,25
1.11195,0,25
1.13716,0,25
1.16258,0,25
1.18898,0,25
1.2142,0,25
1.24058,0,25
1.26654,0,25
1.29249,0,25
1.31769,0,25
1.3429,0,25
1.36838,0,25
1.39382,0,25
1.42309,0,25
1.44833,0,25
1.47357,0,25
1.49886,0,25
1.52405,0,25
1.54929,0,25
1.57497,0,25
1.60091,0,25
1.62615,0,25
1.65134,0,25
1.6766,0,25
1.70184,0,25
1.7274,0,25
1.75261,0,25
1.7778,0,25
1.80299,0,25
1.82828,0,25
1.85349,0,25
1.88225,0,25
1.90761,0,25
1.9329,0,25
1.95818,0,25
1.98338,0,25
2.00905,0,25
2.03431,0,25
2.05956,0,25
2.08477,0,25
2.11001,0,25
2.13531,0,25
2.16057,0,25
2.18596,0,25
2.21115,0,25
2.23725,0,25
2.26253,0,25
2.28775,0,25
2.31462,0,25
2.34062,0,25
2.36587,0,25
2.39108,0,25
2.41629,0,25
2.44153,0,25
2.46979,0,25
2.496,0,25
2.52166,0,25
2.54716,0,25
2.57318,0,25
2.5984,0,25
2.62362,0,25
2.64919,0,25
2.67487,0,25
2.70013,0,25
2.72694,0,25
2.7522,0,25
2.78004,0,25
2.80533,0,25
2.83056,0,25
2.85584,0,25
2.88473,0,25
2.91001,0,25
2.93522,0,25
2.96044,0,25
2.98567,0,25
