time,speed,throttle
9.53674e-07,0,20
0.0254059,0,20
0.0508559,0,20
0.0761139,0,20
0.101358,0,20
0.127213,0,20
0.152809,0,20
0.178063,0,20
0.20329,0,20
0.228647,0,20
0.25559,0,20
0.280809,0,20
0.30609,0,20
0.331431,0,20
0.356648,0,20
0.381873,0,20
0.407315,0,20
0.432616,0,20
0.457968,0,20
0.483205,0,20
0.508424,0,20
0.534264,0,20
0.561271,0,20
0.586639,0,20
0.61186,0,20
0.637091,0,20
0.663254,0,20
0.689534,0,20
0.714868,0,20
0.740512,0,20
0.765733,0,20
0.790947,0,20
0.816429,0,20
0.842019,0,20
0.867253,0,20
0.892478,0,20
0.91818,0,20
0.943438,0,20
0.969227,0,20
0.994434,0,20
1.01986,0,20
1.04545,0,20
1.07071,0,20
1.09591,0,20
1.12308,0,20
1.14949,0,20
1.17475,0,20
1.19995,0,20
1.22676,0,20
1.25201,0,20
1.27723,0,20
1.30243,0,20
1.32762,0,20
1.35287,0,20
1.37824,0,20
1.40365,0,20
1.42885,0,20
1.45514,0,20
1.48192,0,20
1.50713,0,20
1.53234,0,20
1.55802,0,20
1.58323,0,20
1.60887,0,20
1.63408,0,20
1.6593,0,20
1.68466,0,20
1.71504,0,20
1.74021,0,20
1.76542,0,20
1.79062,0,20
1.81585,0,20
1.84113,0,20
1.86796,0,20
1.89441,0,20
1.91966,0,20
1.94653,0,20
1.9739,0,20
2.00052,0,20
2.02792,0,20
2.05329,0,20
2.0785,0,20
2.10432,0,20
2.1299,0,20
2.15526,0,20
2.18051,0,20
2.20577,0,20
2.23251,0,20
2.25904,0,20
2.28426,0,20
2.30947,0,20
2.33468,0,20
2.35992,0,20
2.38962,0,20
2.41483,0,20
2.44136,0,20
2.4666,0,20
2.49307,0,20
2.51833,0,20
2.54354,0,20
2.57021,0,20
2.59547,0,20
2.62114,0,20
2.64637,0,20
2.67162,0,20
2.69686,0,20
2.72209,0,20
2.74891,0,20
2.77425,0,20
2.79954,0,20
2.82477,0,20
2.85001,0,20
2.87531,0,20
2.90108,0,20
2.92628,0,20
2.95568,0,20
2.98376,0,20
