time,speed,throttle
9.53674e-07,114,28
0.025229,115,28
0.050956,115,28
0.0761619,115,28
0.103004,115,28
0.128288,115,28
0.153691,115,28
0.179207,115,28
0.204429,115,28
0.22983,116,28
0.255436,116,28
0.281495,116,28
0.307094,116,28
0.332317,115,28
0.359893,115,28
0.385105,115,28
0.410316,115,28
0.435589,115,28
0.460788,115,28
0.486001,115,28
0.51125,115,28
0.536514,116,28
0.561858,116,28
0.587079,116,28
0.612329,116,28
0.638504,117,28
0.663815,116,28
0.689033,116,28
0.717422,116,28
0.742629,117,28
0.768899,117,28
0.794109,117,28
0.820315,117,28
0.845623,116,28
0.870866,116,28
0.896286,116,28
0.922203,116,28
0.947529,116,28
0.972745,116,28
0.997966,116,28
1.02444,116,28
1.04965,116,28
1.07512,116,28
1.10164,116,28
1.12727,116,28
1.15248,116,28
1.17782,116,28
1.20317,116,28
1.22953,116,28
1.25541,116,28
1.28066,116,28
1.30587,116,28
1.33175,116,28
1.35697,116,28
1.38228,115,28
1.40755,115,28
1.43278,114,28
1.45816,114,28
1.48339,114,28
1.50919,114,28
1.54076,114,28
1.56634,114,28
1.59151,114,28
1.61694,115,28
1.64217,115,28
1.66741,116,28
1.69273,116,28
1.71844,116,28
1.74365,116,28
1.76894,116,28
1.79419,116,28
1.81962,117,28
1.84538,117,28
1.88043,117,28
1.9062,117,28
1.9315,117,28
1.95674,117,28
1.9842,117,28
2.00941,126,28
2.03457,165,28
2.06007,165,28
2.08544,159,28
2.11092,159,28
2.13617,153,28
2.16148,153,28
2.18677,149,28
2.21239,149,28
2.23794,145,28
2.26652,142,28
2.29172,142,28
2.31709,139,28
2.34229,139,28
2.36788,136,28
2.39304,136,28
2.41825,134,28
2.44348,134,28
2.46907,132,28
2.49646,132,28
2.52183,131,28
2.54848,131,28
2.5737,129,28
2.59891,129,28
2.62412,128,28
2.65119,128,28
2.67698,128,28
2.70224,127,28
2.72746,127,28
2.75278,126,28
2.77798,126,28
2.80319,126,28
2.82867,126,28
2.85382,124,28
2.88013,124,28
2.90532,123,28
2.93111,123,28
2.96048,124,28
2.98571,124,28
