time,speed,throttle
9.53674e-07,166,32
0.025209,163,32
0.0519969,163,32
0.0772839,160,32
0.10253,158,32
0.12774,158,32
0.152951,155,32
0.178242,155,32
0.2038,155,32
0.228997,153,32
0.256281,153,32
0.281671,152,32
0.306991,152,32
0.332246,152,32
0.359005,152,32
0.384351,151,32
0.411775,151,32
0.437222,151,32
0.462436,151,32
0.488124,151,32
0.513408,150,32
0.538642,150,32
0.563851,150,32
0.589058,150,32
0.614636,150,32
0.639959,150,32
0.665182,150,32
0.690389,150,32
0.715667,150,32
0.740958,150,32
0.766192,150,32
0.791507,150,32
0.816738,151,32
0.844001,151,32
0.869214,151,32
0.894449,150,32
0.919739,150,32
0.94496,150,32
0.970209,150,32
0.995825,150,32
1.02105,150,32
1.04635,150,32
1.0718,150,32
1.09713,150,32
1.12237,150,32
1.14862,150,32
1.17389,150,32
1.19917,150,32
1.2257,150,32
1.25111,150,32
1.27633,151,32
1.30177,150,32
1.32707,150,32
1.35321,150,32
1.37855,150,32
1.40376,151,32
1.42898,152,32
1.45508,152,32
1.48073,151,32
1.5095,152,32
1.53507,152,32
1.56062,152,32
1.59056,152,32
1.61602,154,32
1.64132,154,32
1.66821,154,32
1.69493,154,32
1.72015,154,32
1.74538,154,32
1.77163,154,32
1.79685,154,32
1.82207,154,32
1.84735,155,32
1.87257,155,32
1.89784,155,32
1.92305,154,32
1.94827,154,32
1.9735,153,32
1.99874,153,32
2.02423,153,32
2.04943,152,32
2.07467,152,32
2.09993,150,32
2.13185,150,32
2.15745,149,32
2.18267,148,32
2.20801,146,32
2.2332,146,32
2.25841,145,32
2.28362,144,32
2.30886,144,32
2.33498,143,32
2.36033,143,32
2.38748,142,32
2.41356,142,32
2.43879,142,32
2.46401,142,32
2.48922,142,32
2.51455,141,32
2.53991,141,32
2.56521,141,32
2.59127,142,32
2.61665,142,32
2.64205,142,32
2.6673,142,32
2.69248,142,32
2.72461,142,32
2.75371,142,32
2.78171,143,32
2.80698,143,32
2.83219,144,32
2.85787,144,32
2.88324,144,32
2.90848,145,32
2.93371,144,32
2.95889,144,32
2.9841,144,32
